expression,reading,meaning,tags,group
事業,じぎょう,"project, enterprise, business",N1,N1_Group_1
経歴,けいれき,"personal history, career",N1,N1_Group_1
劇団,げきだん,"troupe, theatrical company",N1,N1_Group_1
仰ぐ,あおぐ,"to look up (to), to respect; to ask for",N1,N1_Group_1
月謝,げっしゃ,monthly tuition fee,N1,N1_Group_1
結晶,けっしょう,"crystal, crystallization",N1,N1_Group_1
月賦,げっぷ,monthly installment,N1,N1_Group_1
欠乏,けつぼう,shortage,N1,N1_Group_1
権威,けんい,"authority, power, influence",N1,N1_Group_1
誤る,あやまる,to make a mistake,N1,N1_Group_1
兼業,けんぎょう,holding two jobs at the same time,N1,N1_Group_1
権限,けんげん,"power, authority, jurisdiction",N1,N1_Group_1
健在,けんざい,"in good health, well",N1,N1_Group_1
原作,げんさく,original work,N1,N1_Group_1
原書,げんしょ,original document,N1,N1_Group_1
歩む,あゆむ,to walk,N1,N1_Group_1
懸賞,けんしょう,"offering prizes, winning, reward",N1,N1_Group_1
健全,けんぜん,"health, soundness, wholesome",N1,N1_Group_1
当人,とうにん,"the one concerned, the said person",N1,N1_Group_1
冬眠,とうみん,"hibernation, winter sleep",N1,N1_Group_1
同盟,どうめい,"alliance, union, league",N1,N1_Group_1
記す,しるす,"to note, to write down",N1,N1_Group_1
動力,どうりょく,"power, motive power, dynamic force",N1,N1_Group_1
年頃,としごろ,"age, marriageable age, adolescence",N1,N1_Group_1
途上,とじょう,"en/in route, half way",N1,N1_Group_1
突破,とっぱ,"breaking through, breakthrough, penetration",N1,N1_Group_1
徒歩,とほ,"walking, going on foot",N1,N1_Group_1
背く,そむく,"to run counter to, to go against",N1,N1_Group_1
土木,どぼく,public works,N1,N1_Group_1
取扱,とりあつかい,"treatment, handling, management",N1,N1_Group_1
鳥居,とりい,Shinto shrine archway,N1,N1_Group_1
鈍感,どんかん,"thickheadedness, stolidity",N1,N1_Group_1
内閣,ないかく,"cabinet, (government)",N1,N1_Group_1
奉る,たてまつる,"to offer, to do respectfully",N1,N1_Group_1
内心,ないしん,"innermost thoughts, real intention, inmost heart",N1,N1_Group_1
内乱,ないらん,"civil war, domestic conflict",N1,N1_Group_1
中程,なかほど,"middle, midway",N1,N1_Group_1
仲人,なこうど,"go-between, matchmaker",N1,N1_Group_1
名札,なふだ,"name plate, name tag",N1,N1_Group_1
辿る,たどる,"to follow (road, to pursue (course), to follow up",N1,N1_Group_1
慣れ,なれ,"practice, experience",N1,N1_Group_1
肉親,にくしん,"blood relationship, blood relative",N1,N1_Group_1
肉体,にくたい,"the body, the flesh",N1,N1_Group_1
入手,にゅうしゅ,"obtaining, coming to hand",N1,N1_Group_1
入賞,にゅうしょう,winning a prize or place (in a contest,N1,N1_Group_1
給う,たまう,"to receive, to grant",N1,N1_Group_1
任務,にんむ,"duty, mission, task",N1,N1_Group_1
音色,ねいろ,"tone color, timbre",N1,N1_Group_1
熱湯,ねっとう,boiling water,N1,N1_Group_1
粘り,ねばり,"stickiness, viscosity",N1,N1_Group_1
年賀,ねんが,"New Year's greetings, New Year's card",N1,N1_Group_1
司る,つかさどる,"to rule, to govern, to administer",N1,N1_Group_1
念願,ねんがん,"one's heart's desire, earnest petition",N1,N1_Group_1
年号,ねんごう,"name of an era, year number",N1,N1_Group_1
農耕,のうこう,"farming, agriculture",N1,N1_Group_1
納入,のうにゅう,"payment, supply",N1,N1_Group_1
軒並,のきなみ,row of houses; uniformly,N1,N1_Group_1
繕う,つくろう,"to mend, to repair",N1,N1_Group_1
延べ,のべ,"futures, credit (buying), stretching, total",N1,N1_Group_1
把握,はあく,"grasp, catch, understanding",N1,N1_Group_1
廃棄,はいき,"disposal, abandon, discarding",N1,N1_Group_1
拝啓,はいけい,-- a formal greeting used at the beginning of a letter --,N1,N1_Group_1
排水,はいすい,drainage,N1,N1_Group_1
募る,つのる,"to invite, to solicit help, participation, etc",N1,N1_Group_1
敗戦,はいせん,"defeat, losing a war",N1,N1_Group_1
配置,はいち,"arrangement (of resources), disposition",N1,N1_Group_1
配分,はいぶん,"distribution, allotment",N1,N1_Group_1
敗北,はいぼく,defeat (as a verb it means 'to be defeated'),N1,N1_Group_1
一同,いちどう,"all present, all concerned, all of us",N1,N1_Group_1
一面,いちめん,"one side, the other hand",N1,N1_Group_1
一括,いっかつ,"all together, batch",N1,N1_Group_1
一見,いっけん,"a look, a glimpse, glance; first meeting",N1,N1_Group_1
一心,いっしん,"one mind, with rapt attention",N1,N1_Group_1
一変,いっぺん,complete change,N1,N1_Group_1
威力,いりょく,"power, might, authority",N1,N1_Group_1
隠居,いんきょ,retirement; retired person,N1,N1_Group_1
動き,うごき,"movement, activity, trend",N1,N1_Group_1
内訳,うちわけ,"the items, breakdown, classification",N1,N1_Group_1
訴え,うったえ,"lawsuit, complaint",N1,N1_Group_1
空ろ,うつろ,"blank, hollow, empty",N1,N1_Group_1
雨天,うてん,rainy weather,N1,N1_Group_1
浮気,うわき,"affair, to cheat",N1,N1_Group_1
運用,うんよう,"making use of, application, practical use",N1,N1_Group_1
英雄,えいゆう,"hero, great man",N1,N1_Group_1
縁側,えんがわ,"veranda, porch, balcony, open corridor",N1,N1_Group_1
演出,えんしゅつ,"production (erg. play, direction)",N1,N1_Group_1
沿線,えんせん,along railway line,N1,N1_Group_2
自在,じざい,"freely, at will",N1,N1_Group_2
遠方,えんぽう,"long way, distant place",N1,N1_Group_2
大方,おおかた,"almost all, majority",N1,N1_Group_2
黄金,おうごん,gold,N1,N1_Group_2
貫く,つらぬく,to go through,N1,N1_Group_2
雑木,ぞうき,"various kinds of small trees, assorted trees",N1,N1_Group_2
往診,おうしん,"doctor's visit, house call",N1,N1_Group_2
当～,とう～,"Our ~ (e.g., Hotel, plane, etc.)",N1,N1_Group_2
落葉,おちば,fallen leaves,N1,N1_Group_2
束縛,そくばく,"restraint, restriction, confinement",N1,N1_Group_2
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",N1,N1_Group_2
お供,おとも,"attendant, companion",N1,N1_Group_2
予て,かねて,"previously, already, lately",N1,N1_Group_2
覚え,おぼえ,"memory, sense, experience",N1,N1_Group_2
多忙,たぼう,busy,N1,N1_Group_2
親父,おやじ,"one's father, old man, one's boss",N1,N1_Group_2
励む,はげむ,"to be zealous, to make an effort",N1,N1_Group_2
～嬢,～じょう,young woman,N1,N1_Group_2
外貨,がいか,foreign money,N1,N1_Group_2
重宝,ちょうほう,"convenient, useful",N1,N1_Group_2
開催,かいさい,"holding a meeting, open an exhibition",N1,N1_Group_2
伝達,でんたつ,"transmission (e.g., news, communication, delivery)",N1,N1_Group_2
弾く,はじく,"to play (piano, guitar)",N1,N1_Group_2
街道,かいどう,highway,N1,N1_Group_2
手軽,てがる,"easy, simple, cheap",N1,N1_Group_2
該当,がいとう,"corresponding, answering to, coming under",N1,N1_Group_2
～心,～しん,mind of ~,N1,N1_Group_2
学士,がくし,university graduate,N1,N1_Group_2
叩く,はたく,"to strike, to clap, to dust, to beat",N1,N1_Group_2
